function,ncalls,tottime,cumtime
~:0:<method 'argsort' of 'numpy.ndarray' objects>,1,2.8625e-05,2.8625e-05
~:0:<method 'astype' of 'numpy.ndarray' objects>,6,7.875e-06,7.875e-06
~:0:<method 'copy' of 'numpy.ndarray' objects>,6,2.7792e-05,2.7792e-05
~:0:<method 'flatten' of 'numpy.ndarray' objects>,1,5e-06,5e-06
~:0:<method 'partition' of 'numpy.ndarray' objects>,1,2.725e-05,2.725e-05
~:0:<method 'ravel' of 'numpy.ndarray' objects>,13,3.5400000000000004e-06,3.5400000000000004e-06
~:0:<method 'reshape' of 'numpy.ndarray' objects>,11,1.1957000000000001e-05,1.1957000000000001e-05
~:0:<method 'squeeze' of 'numpy.ndarray' objects>,1,5.000000000000001e-07,5.000000000000001e-07
~:0:<method 'take' of 'numpy.ndarray' objects>,2,9.154200000000001e-05,9.154200000000001e-05
~:0:<method 'transpose' of 'numpy.ndarray' objects>,2,1.083e-06,1.083e-06
~:0:<built-in method numpy.array>,17,2.2836000000000003e-05,2.2836000000000003e-05
~:0:<built-in method numpy.asarray>,22,5.415000000000001e-06,5.415000000000001e-06
~:0:<built-in method numpy.asanyarray>,30661,0.002847968,0.002847968
~:0:<built-in method numpy.ascontiguousarray>,5,1.6250000000000001e-06,1.6250000000000001e-06
~:0:<built-in method numpy.arange>,4,3e-05,3e-05
~:0:<built-in method numpy.zeros>,1,3.1083e-05,3.1083e-05
~:0:<built-in method numpy.empty>,6,5.166e-06,5.166e-06
~:0:<built-in method numpy.lib.array_utils.normalize_axis_index>,15323,0.0011336270000000001,0.0011336270000000001
~:0:<built-in method numpy._core._multiarray_umath._load_from_filelike>,1,0.0034742080000000003,0.003480833
~:0:<built-in method numpy._core._multiarray_umath._make_extobj>,1,7.09e-07,7.09e-07
~:0:<method '__exit__' of 'numpy.nditer' objects>,1,2.5000000000000004e-07,2.5000000000000004e-07
~:0:<method 'reduce' of 'numpy.ufunc' objects>,30632,0.023336175,0.023336175
_npyio_impl.py:843:_check_nonneg_int,1,8.750000000000001e-07,1.125e-06
_datasource.py:255:__del__,1,1.1660000000000001e-06,1.416e-06
_datasource.py:147:__getitem__,1,3.7600000000000003e-07,4.1700000000000004e-07
_datasource.py:262:_iszip,3,4.501000000000001e-06,2.2584000000000003e-05
_datasource.py:276:_splitzipext,1,4.5800000000000005e-07,3.125e-06
_type_check_impl.py:80:_real_dispatcher,2,1.67e-07,1.67e-07
core.py:6686:isMaskedArray,2,1.416e-06,2.3320000000000003e-06
parse.py:374:urlparse,4,1.3668e-05,4.1417e-05
parse.py:119:_coerce_args,6,3.4990000000000003e-06,4.167e-06
parse.py:845:__getattr__,4,3.1670000000000003e-06,3.1670000000000003e-06
<string>:1:<lambda>,4,1.2080000000000001e-06,1.8740000000000002e-06
parse.py:108:_noop,6,6.67e-07,6.67e-07
base_flare_detector.py:396:calculate_precise_obs_time,1,1.2459e-05,3.2917000000000003e-05
base_flare_detector.py:372:planck,2,2.7375e-05,2.7375e-05
base_flare_detector.py:458:remove,1,4.1e-08,4.1e-08
base_flare_detector.py:400:<genexpr>,2,2.0840000000000003e-06,2.0840000000000003e-06
core.py:187:_power_unit,1,1.584e-06,2.7500000000000004e-06
_pocketfft.py:108:_swap_direction,2,6.26e-07,6.26e-07
_pocketfft.py:116:_fft_dispatcher,4,3.34e-07,3.34e-07
_pocketfft.py:120:fft,2,4.334e-06,0.003583667
_pocketfft.py:219:ifft,2,2.415e-06,0.0031428750000000003
core.py:15:has_units,6,1.7520000000000001e-06,3.2510000000000003e-06
main.py:40:_is_regular,1,2.8350000000000004e-06,9.1709e-05
core.py:152:<genexpr>,4,1.8740000000000002e-06,3.333e-06
core.py:24:<lambda>,4,9.58e-07,1.125e-06
main.py:31:available_methods,1,8.750000000000001e-07,1.041e-06
core.py:329:power,1,2.9083000000000003e-05,1.6734900840000002
main.py:78:validate_method,1,2.9590000000000004e-06,9.579200000000001e-05
core.py:23:strip_units,2,1.333e-06,1.875e-06
_interpolate.py:167:_do_extrapolate,1,2.08e-07,7.5e-07
_interpolate.py:544:_evaluate,1,1.1583e-05,0.00037650000000000004
_interpolate.py:536:_call_spline,1,2.25e-06,0.000346458
_sparse.py:10:issparse,1,3.7400000000000004e-07,4.0666e-05
lapack.py:927:get_lapack_funcs,1,3.2500000000000002e-06,2.4208000000000003e-05
_util.py:1032:normalize_axis_index,1,3.75e-07,3.75e-07
blas.py:395:getter,1,4.625000000000001e-06,2.9417000000000003e-05
_bsplines.py:1040:_convert_string_aliases,2,7.5e-07,1.0000000000000002e-06
_bsplines.py:21:_get_dtype,3,1.4170000000000002e-06,6.5000000000000004e-06
_bsplines.py:1051:_process_deriv_spec,2,1.709e-06,6.291e-06
_bsplines.py:255:construct_fast,1,3.1660000000000003e-06,4.041e-06
_bsplines.py:541:_ensure_c_contiguous,1,5.000000000000001e-07,5.000000000000001e-07
_bsplines.py:29:_as_float_array,3,3.626e-06,1.6667e-05
_bsplines.py:1013:_not_a_knot,1,7.833000000000001e-06,3.8583e-05
_bsplines.py:1591:<genexpr>,1,1.3750000000000002e-06,1.3750000000000002e-06
_bsplines.py:1594:<genexpr>,1,3.75e-07,3.75e-07
~:0:<built-in method scipy.interpolate._dierckx.evaluate_spline>,1,0.000337958,0.000337958
~:0:<built-in method scipy.interpolate._dierckx._coloc>,1,0.000505625,0.000505625
_polyint.py:53:__init__,1,2.875e-06,1.9208e-05
_polyint.py:91:_prepare_x,1,2.041e-06,4.9833e-05
_polyint.py:60:__call__,1,3.541e-06,0.00043129100000000004
_bsplines.py:473:__call__,1,3.834e-06,0.00034420800000000004
_bsplines.py:1369:make_interp_spline,1,0.001178545,0.001841125
_polyint.py:97:_finish_y,1,9.59e-07,1.4170000000000002e-06
_polyint.py:108:_reshape_yi,1,3.041e-06,2.6208e-05
_polyint.py:116:_set_yi,1,3.8740000000000005e-06,1.6333e-05
_polyint.py:136:_set_dtype,1,2.2080000000000003e-06,1.2167e-05
core.py:162:_validate_frequency,1,7.08e-07,1.4590000000000001e-06
_interpolate.py:434:fill_value,1,4.706e-06,9.250000000000001e-06
_interpolate.py:151:_check_broadcast_up_to,1,2.5850000000000002e-06,3.084e-06
blas.py:270:find_best_blas_type,1,5.541e-06,7.25e-06
blas.py:337:_get_funcs,1,1.2250000000000001e-05,2.0791e-05
base_flare_detector.py:450:rotation_period,1,4.9123000000000004e-05,1.67362875
base_flare_detector.py:462:process_data,1,0.000117003,2.215678667
base_flare_detector.py:376:tess_band_energy,1,2.4708e-05,0.004282416000000001
base_flare_detector.py:180:lowpass,2,0.00015950100000000002,0.0069748760000000005
base_flare_detector.py:213:reestimate_errors,1,0.387396744,0.5254680420000001
parse.py:421:_checknetloc,2,2.5000000000000004e-07,2.5000000000000004e-07
<frozen posixpath>:72:join,3,1.4039e-05,1.7667000000000002e-05
<frozen posixpath>:376:abspath,1,3.458e-06,0.000270083
_local.py:257:_parse_path,1,4.834000000000001e-06,1.1667e-05
numeric.py:1420:normalize_axis_tuple,4,1.1870000000000002e-05,1.6624000000000002e-05
_methods.py:150:_var,15307,0.064666271,0.108828379
_stride_tricks_impl.py:340:_broadcast_to,1,1.1374000000000002e-05,1.3875e-05
_ufunc_config.py:446:__enter__,1,2.708e-06,4.667e-06
fromnumeric.py:69:_wrapreduction,4,9.706e-06,3.4625e-05
_methods.py:75:_count_reduce_items,15310,0.010667257000000001,0.0117958
fromnumeric.py:3869:std,15307,0.010298145,0.137150039
_methods.py:220:_std,15307,0.015704342,0.12685189400000002
_utils_impl.py:645:_median_nancheck,1,7.001e-06,1.4000000000000001e-05
_datasource.py:340:_findfile,1,4.625000000000001e-06,8.1792e-05
_datasource.py:101:_load,6,4.79e-06,4.79e-06
_datasource.py:413:_sanitize_relative_path,2,6.6650000000000006e-06,1.0208000000000001e-05
_datasource.py:427:exists,1,7.92e-07,1.5292000000000002e-05
_methods.py:117:_mean,3,2.7251e-05,5.3625e-05
numeric.py:2373:isclose,1,3.9790000000000004e-05,7.529200000000001e-05
numeric.py:1482:moveaxis,2,1.0083e-05,3.0791000000000004e-05
function_base.py:26:linspace,3,6.2166e-05,0.000100166
_index_tricks_impl.py:344:__getitem__,1,1.7581e-05,2.6708000000000002e-05
_function_base_impl.py:3857:_ureduce,1,3.833e-06,8.383300000000001e-05
_function_base_impl.py:4025:_median,1,1.2458e-05,7.9417e-05
_function_base_impl.py:1391:diff,5,0.00010120900000000001,0.00010845800000000001
_npyio_impl.py:874:_read,1,3.3668000000000004e-05,0.004179625
_npyio_impl.py:1131:loadtxt,1,1.0041000000000001e-05,0.00419025
parse.py:469:urlsplit,2,1.4916e-05,2.2291e-05
base_flare_detector.py:157:apply_gap_correction,1,0.0001315,0.00027304200000000003
base_flare_detector.py:287:flaredetect_check,1,7.208e-06,9.041e-06
base_flare_detector.py:225:flaredetect,1,3.5002e-05,0.0043421250000000005
base_flare_detector.py:191:detrend_flux,1,0.000233417,0.009747209000000001
base_flare_detector.py:403:flare_energy,1,6.240000000000001e-07,6.660000000000001e-07
base_flare_detector.py:418:flux_diff,1,4.875e-06,0.00191225
_pocketfft.py:58:_raw_fft,4,0.00671683,0.006719334
core.py:106:__init__,1,4.1660000000000004e-06,2.8833000000000003e-05
core.py:142:_validate_inputs,1,3.791e-06,1.5333e-05
main.py:109:lombscargle,1,1.6733255420000002,1.67345425
_interpolate.py:559:_check_bounds,1,1.2209000000000001e-05,1.825e-05
_interpolate.py:282:__init__,1,5.1794000000000006e-05,0.0021074170000000003
_util.py:410:_asarray_validated,1,4.169e-06,4.7542e-05
