function,ncalls,tottime,cumtime
base_flare_detector.py:456:<genexpr>,2,2.375e-06,2.375e-06
base_flare_detector.py:400:planck,2,1.5459000000000002e-05,1.5459000000000002e-05
base_flare_detector.py:404:tess_band_energy,1,5.208e-06,0.0012518330000000002
core.py:187:_power_unit,1,6.25e-07,1.0000000000000002e-06
_pocketfft.py:120:fft,2,3.7490000000000004e-06,0.0038787080000000002
_pocketfft.py:219:ifft,5,5.419e-06,0.0053717090000000006
_pocketfft.py:108:_swap_direction,5,1.25e-06,1.25e-06
_pocketfft.py:116:_fft_dispatcher,7,7.08e-07,7.08e-07
main.py:40:_is_regular,2,5.667e-06,0.00016862500000000002
main.py:52:_get_frequency_grid,1,1.6250000000000001e-06,5.4417000000000004e-05
core.py:329:power,1,9.791e-06,0.005516417
main.py:78:validate_method,1,2.666e-06,0.000120333
utils.py:6:bitceil,3,2.916e-06,3.4160000000000004e-06
main.py:31:available_methods,1,1.167e-06,1.333e-06
_interpolate.py:167:_do_extrapolate,1,4.16e-07,1.125e-06
core.py:23:strip_units,2,1.2900000000000001e-06,1.958e-06
core.py:15:has_units,6,1.418e-06,3.001e-06
_interpolate.py:536:_call_spline,1,2.042e-06,0.00030900000000000003
core.py:152:<genexpr>,4,1.539e-06,3.6230000000000003e-06
core.py:24:<lambda>,4,8.35e-07,1.168e-06
_interpolate.py:544:_evaluate,1,7.4990000000000005e-06,0.00033845800000000003
blas.py:395:getter,1,3.666e-06,2.3833e-05
_sparse.py:10:issparse,1,7.92e-07,3.9792e-05
_util.py:1032:normalize_axis_index,1,3.34e-07,3.34e-07
lapack.py:927:get_lapack_funcs,1,3e-06,1.9667e-05
_bsplines.py:29:_as_float_array,3,3.497e-06,1.4873000000000001e-05
_bsplines.py:1013:_not_a_knot,1,7.5e-06,3.5083e-05
_bsplines.py:1591:<genexpr>,1,2.25e-06,2.25e-06
_bsplines.py:1594:<genexpr>,1,3.75e-07,3.75e-07
_bsplines.py:1040:_convert_string_aliases,2,6.240000000000001e-07,7.5e-07
_bsplines.py:541:_ensure_c_contiguous,1,6.67e-07,6.67e-07
