function,ncalls,tottime,cumtime
_datasource.py:483:open,1,4.167e-06,0.00024316700000000003
_datasource.py:299:_isurl,3,6.457e-06,3.325e-05
~:0:<method 'all' of 'numpy.generic' objects>,6,6.4170000000000006e-06,1.5126e-05
~:0:<method 'any' of 'numpy.generic' objects>,1,1.4170000000000002e-06,3.75e-06
~:0:<method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects>,2,3.3300000000000003e-07,3.3300000000000003e-07
~:0:<method 'result_type' of 'numpy._core._multiarray_umath._array_converter' objects>,2,7.08e-07,7.08e-07
~:0:<method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects>,2,5.420000000000001e-07,5.420000000000001e-07
~:0:<method 'any' of 'numpy.ndarray' objects>,4,4.374e-06,1.5833000000000002e-05
~:0:<method 'argmax' of 'numpy.ndarray' objects>,1,1.1333000000000001e-05,1.1333000000000001e-05
~:0:<method 'argsort' of 'numpy.ndarray' objects>,1,2.4625000000000002e-05,2.4625000000000002e-05
~:0:<method 'astype' of 'numpy.ndarray' objects>,5,6.0840000000000005e-06,6.0840000000000005e-06
~:0:<method 'copy' of 'numpy.ndarray' objects>,6,2.7084e-05,2.7084e-05
~:0:<method 'flatten' of 'numpy.ndarray' objects>,1,4.25e-06,4.25e-06
~:0:<method 'partition' of 'numpy.ndarray' objects>,1,2.625e-05,2.625e-05
~:0:<method 'ravel' of 'numpy.ndarray' objects>,14,5.8750000000000005e-06,5.8750000000000005e-06
~:0:<method 'reshape' of 'numpy.ndarray' objects>,10,8.082e-06,8.082e-06
~:0:<method 'searchsorted' of 'numpy.ndarray' objects>,30614,0.066412358,0.066412358
~:0:<method 'squeeze' of 'numpy.ndarray' objects>,1,3.75e-07,3.75e-07
~:0:<method 'take' of 'numpy.ndarray' objects>,2,8.591600000000001e-05,8.591600000000001e-05
~:0:<method 'transpose' of 'numpy.ndarray' objects>,2,9.58e-07,9.58e-07
~:0:<built-in method numpy.array>,17,1.5711000000000003e-05,1.5711000000000003e-05
~:0:<built-in method numpy.asarray>,28,5.461000000000001e-06,5.461000000000001e-06
~:0:<built-in method numpy.asanyarray>,30668,0.002222753,0.002222753
~:0:<built-in method numpy.ascontiguousarray>,5,1.458e-06,1.458e-06
~:0:<built-in method numpy.arange>,3,2.3332000000000003e-05,2.3332000000000003e-05
~:0:<built-in method numpy.zeros>,1,1.8458000000000002e-05,1.8458000000000002e-05
~:0:<built-in method numpy.empty>,6,4.001e-06,4.001e-06
~:0:<built-in method numpy.lib.array_utils.normalize_axis_index>,15325,0.0011675420000000001,0.0011675420000000001
~:0:<built-in method numpy._core._multiarray_umath._load_from_filelike>,1,0.00020429200000000002,0.00021212500000000002
~:0:<built-in method numpy._core._multiarray_umath._make_extobj>,3,1.292e-06,1.292e-06
~:0:<method '__exit__' of 'numpy.nditer' objects>,1,2.08e-07,2.08e-07
~:0:<method 'reduce' of 'numpy.ufunc' objects>,30638,0.021315984,0.021315984
_npyio_impl.py:843:_check_nonneg_int,1,9.58e-07,1.333e-06
_datasource.py:255:__del__,1,3.3300000000000003e-07,5.000000000000001e-07
_datasource.py:147:__getitem__,1,3.3300000000000003e-07,4.1700000000000004e-07
_datasource.py:262:_iszip,3,3.5400000000000004e-06,1.9124000000000002e-05
_datasource.py:276:_splitzipext,1,4.16e-07,3.458e-06
_type_check_impl.py:80:_real_dispatcher,2,1.67e-07,1.67e-07
core.py:6686:isMaskedArray,2,1.3750000000000002e-06,2.0000000000000003e-06
parse.py:374:urlparse,4,1.0127000000000001e-05,3.1542000000000004e-05
parse.py:119:_coerce_args,6,2.5860000000000003e-06,3.001e-06
parse.py:845:__getattr__,4,2.4170000000000003e-06,2.4170000000000003e-06
<string>:1:<lambda>,4,8.74e-07,1.374e-06
parse.py:108:_noop,6,5.41e-07,5.41e-07
