function,ncalls,tottime,cumtime
~:0:<built-in method numpy._core._multiarray_umath._make_extobj>,2,1.041e-06,1.041e-06
~:0:<method '__exit__' of 'numpy.nditer' objects>,1,2.5000000000000004e-07,2.5000000000000004e-07
~:0:<method 'reduce' of 'numpy.ufunc' objects>,27,0.000133165,0.000133165
~:0:<method 'at' of 'numpy.ufunc' objects>,15,0.0008894990000000001,0.0008894990000000001
core.py:6686:isMaskedArray,2,1.542e-06,2.0840000000000003e-06
parse.py:119:_coerce_args,6,2.7490000000000003e-06,3.208e-06
parse.py:845:__getattr__,4,3.2500000000000002e-06,3.2500000000000002e-06
parse.py:374:urlparse,4,1.1251000000000001e-05,3.4543000000000005e-05
<string>:1:<lambda>,4,9.160000000000001e-07,1.5e-06
parse.py:108:_noop,6,5.43e-07,5.43e-07
base_flare_detector.py:462:calculate_precise_obs_time,1,1.6083000000000002e-05,4.775e-05
base_flare_detector.py:527:remove,1,1.2500000000000002e-07,1.2500000000000002e-07
base_flare_detector.py:431:_get_tess_response,1,8.333000000000001e-06,0.0008729160000000001
base_flare_detector.py:466:<genexpr>,2,3.6670000000000002e-06,3.6670000000000002e-06
base_flare_detector.py:410:planck,2,2.05e-05,2.05e-05
base_flare_detector.py:414:tess_band_energy,1,7.2510000000000005e-06,0.000927583
core.py:187:_power_unit,1,5.420000000000001e-07,8.750000000000001e-07
_pocketfft.py:120:fft,2,3.833e-06,0.0034156250000000003
_pocketfft.py:219:ifft,5,5.0410000000000005e-06,0.004865834
_pocketfft.py:108:_swap_direction,5,1.4590000000000001e-06,1.4590000000000001e-06
_pocketfft.py:116:_fft_dispatcher,7,5.01e-07,5.01e-07
main.py:40:_is_regular,2,5.833000000000001e-06,0.00015620800000000002
main.py:52:_get_frequency_grid,1,1.875e-06,5.6250000000000005e-05
core.py:329:power,1,9.876e-06,0.006629250000000001
main.py:78:validate_method,1,2.875e-06,0.000106
utils.py:6:bitceil,3,3.332e-06,3.7080000000000003e-06
main.py:31:available_methods,1,6.67e-07,8.340000000000001e-07
_interpolate.py:167:_do_extrapolate,1,2.91e-07,5.830000000000001e-07
core.py:23:strip_units,2,1.2510000000000002e-06,1.7920000000000002e-06
core.py:15:has_units,6,1.373e-06,2.708e-06
_interpolate.py:536:_call_spline,1,2.041e-06,0.00038470800000000004
core.py:152:<genexpr>,4,1.4570000000000002e-06,3.3740000000000002e-06
core.py:24:<lambda>,4,7.890000000000001e-07,1.082e-06
_interpolate.py:544:_evaluate,1,7.0420000000000005e-06,0.00040725
blas.py:395:getter,1,3.5000000000000004e-06,2.6666000000000002e-05
_sparse.py:10:issparse,1,5.830000000000001e-07,3.8542000000000005e-05
_util.py:1032:normalize_axis_index,1,3.34e-07,3.34e-07
lapack.py:927:get_lapack_funcs,1,2.8330000000000002e-06,2.2708e-05
_bsplines.py:29:_as_float_array,3,3.4600000000000003e-06,1.7125e-05
_bsplines.py:1013:_not_a_knot,1,7.332e-06,3.775e-05
_bsplines.py:1591:<genexpr>,1,1.6250000000000001e-06,1.6250000000000001e-06
_bsplines.py:1594:<genexpr>,1,3.75e-07,3.75e-07
_bsplines.py:1040:_convert_string_aliases,2,7.070000000000001e-07,9.160000000000001e-07
_bsplines.py:541:_ensure_c_contiguous,1,6.25e-07,6.25e-07
_bsplines.py:255:construct_fast,1,2.7500000000000004e-06,3.3750000000000003e-06
_bsplines.py:21:_get_dtype,3,1.5e-06,6.5410000000000006e-06
_bsplines.py:1051:_process_deriv_spec,2,2.042e-06,6.042000000000001e-06
~:0:<built-in method scipy.interpolate._dierckx.evaluate_spline>,1,0.00037579100000000005,0.00037579100000000005
~:0:<built-in method scipy.interpolate._dierckx._coloc>,1,0.0004895,0.0004895
_polyint.py:60:__call__,1,2.9580000000000003e-06,0.000458417
_polyint.py:53:__init__,1,2.584e-06,1.7834000000000002e-05
_polyint.py:91:_prepare_x,1,1.875e-06,4.725e-05
blas.py:270:find_best_blas_type,1,5.8360000000000005e-06,7.292000000000001e-06
blas.py:337:_get_funcs,1,1.1166000000000001e-05,1.9667e-05
_bsplines.py:473:__call__,1,4.4600000000000005e-06,0.000382667
_bsplines.py:1369:make_interp_spline,1,0.0012433750000000001,0.0018827910000000002
_polyint.py:97:_finish_y,1,6.67e-07,9.59e-07
_polyint.py:108:_reshape_yi,1,3.4150000000000003e-06,2.5041000000000003e-05
_polyint.py:116:_set_yi,1,4.417e-06,1.5250000000000001e-05
_polyint.py:136:_set_dtype,1,2.0830000000000002e-06,1.0542e-05
_interpolate.py:434:fill_value,1,3.919e-06,8.167e-06
core.py:162:_validate_frequency,1,5.84e-07,1.2080000000000001e-06
fast_impl.py:6:lombscargle_fast,1,0.000278042,0.006430416
_interpolate.py:151:_check_broadcast_up_to,1,2.209e-06,2.8330000000000002e-06
base_flare_detector.py:531:process_data,1,0.000150209,0.042008417
base_flare_detector.py:185:lowpass,2,0.000159166,0.006370583
base_flare_detector.py:447:_get_star_intensity_ratio,1,1.1082e-05,4.7416e-05
base_flare_detector.py:516:rotation_period,1,2.7665e-05,0.006705333000000001
parse.py:421:_checknetloc,2,2.92e-07,2.92e-07
<frozen posixpath>:72:join,3,1.0625e-05,1.4625000000000001e-05
<frozen posixpath>:376:abspath,1,7.832e-06,0.000283541
_local.py:257:_parse_path,1,4.461e-06,9.542000000000001e-06
_methods.py:75:_count_reduce_items,3,1.1501e-05,1.2626e-05
fromnumeric.py:69:_wrapreduction,6,8.46e-06,7.095800000000001e-05
fromnumeric.py:2241:clip,3,3.875e-06,4.4042e-05
_ufunc_config.py:446:__enter__,2,3.5840000000000003e-06,6.542e-06
numeric.py:1420:normalize_axis_tuple,4,1.0997e-05,1.5292000000000002e-05
getlimits.py:698:__init__,6,5.458e-06,5.458e-06
_stride_tricks_impl.py:340:_broadcast_to,1,1.2042000000000001e-05,1.4583e-05
_utils_impl.py:645:_median_nancheck,1,4.625000000000001e-06,9.667e-06
_datasource.py:101:_load,6,4.333e-06,4.333e-06
_datasource.py:340:_findfile,1,5.2500000000000006e-06,7.75e-05
_datasource.py:413:_sanitize_relative_path,2,8.165e-06,1.2834000000000001e-05
_datasource.py:427:exists,1,9.170000000000001e-07,9.542000000000001e-06
